"","from_gene","Homo_sapiens","Mus_musculus","to_symbol"
"EIPR1","EIPR1","7260",380752,"Eipr1"
"PHLDA2","PHLDA2","7262",22113,"Phlda2"
"TST","TST","7263",22117,"Tst"
"GFUS","GFUS","7264",22122,"Gfus"
"TTC1","TTC1","7265",66827,"Ttc1"
"DNAJC7","DNAJC7","7266",56354,"Dnajc7"
"TTC3","TTC3","7267",22129,"Ttc3"
"TTC4","TTC4","7268",72354,"Ttc4"
"TTF1","TTF1","7270",22130,"Ttf1"
"TTK","TTK","7272",22137,"Ttk"
"TTN","TTN","7273",22138,"Ttn"
"TTPA","TTPA","7274",50500,"Ttpa"
"TUB","TUB","7275",22141,"Tub"
"TTR","TTR","7276",22139,"Ttr"
"TUBA4A","TUBA4A","7277",NA,NA
"TUBA3C","TUBA3C","7278",NA,NA
"TUBB2A","TUBB2A","7280",22151,"Tubb2a"
"TUBG1","TUBG1","7283",103733,"Tubg1"
"TUFM","TUFM","7284",233870,"Tufm"
"TUFT1","TUFT1","7286",22156,"Tuft1"
"TULP1","TULP1","7287",22157,"Tulp1"
"TULP2","TULP2","7288",56734,"Tulp2"
"TULP3","TULP3","7289",22158,"Tulp3"
"HIRA","HIRA","7290",15260,"Hira"
"TWIST1","TWIST1","7291",22160,"Twist1"
"TNFSF4","TNFSF4","7292",22164,"Tnfsf4"
"TNFRSF4","TNFRSF4","7293",22163,"Tnfrsf4"
"TXK","TXK","7294",22165,"Txk"
"TXN","TXN","7295",22166,"Txn1"
"TXNRD1","TXNRD1","7296",50493,"Txnrd1"
"TYK2","TYK2","7297",54721,"Tyk2"
"TYMS","TYMS","7298",22171,"Tyms"
"TYR","TYR","7299",22173,"Tyr"
"TYRL","TYRL","7300",NA,NA
"TYRO3","TYRO3","7301",22174,"Tyro3"
"TYRO3P","TYRO3P","7302",NA,NA
"TYROBP","TYROBP","7305",22177,"Tyrobp"
"TYRP1","TYRP1","7306",22178,"Tyrp1"
"U2AF1","U2AF1","7307",108121,"U2af1"
"ZRSR2P1","ZRSR2P1","7310",NA,NA
"UBA52","UBA52","7311",22186,"Uba52"
"UBA52P1","UBA52P1","7312",NA,NA
"UBA52P2","UBA52P2","7313",NA,NA
"UBB","UBB","7314",22187,"Ubb"
"UBBP1","UBBP1","7315",NA,NA
"UBC","UBC","7316",22190,"Ubc"
"UBA1","UBA1","7317",22201,"Uba1"
"UBA7","UBA7","7318",74153,"Uba7"
"UBE2A","UBE2A","7319",22209,"Ube2a"
"UBE2B","UBE2B","7320",22210,"Ube2b"
"UBE2D1","UBE2D1","7321",216080,"Ube2d1"
"UBE2D2","UBE2D2","7322",56550,"Ube2d2a"
"UBE2D3","UBE2D3","7323",66105,"Ube2d3"
"UBE2E1","UBE2E1","7324",NA,NA
"UBE2E2","UBE2E2","7325",218793,"Ube2e2"
"UBE2G1","UBE2G1","7326",67128,"Ube2g1"
"UBE2G2","UBE2G2","7327",22213,"Ube2g2"
"UBE2H","UBE2H","7328",22214,"Ube2h"
"UBE2I","UBE2I","7329",22196,"Ube2i"
"UBE2L3","UBE2L3","7332",22195,"Ube2l3"
"UBE2L4","UBE2L4","7333",NA,NA
"UBE2N","UBE2N","7334",93765,"Ube2n"
"UBE2V1","UBE2V1","7335",66589,"Ube2v1"
"UBE2V2","UBE2V2","7336",70620,"Ube2v2"
"UBE3A","UBE3A","7337",22215,"Ube3a"
"UBE3AP1","UBE3AP1","7338",NA,NA
"UBE3AP2","UBE3AP2","7339",NA,NA
"SUMO1","SUMO1","7341",22218,"Sumo1"
"UBP1","UBP1","7342",22221,"Ubp1"
"UBTF","UBTF","7343",21429,"Ubtf"
"UCHL1","UCHL1","7345",22223,"Uchl1"
"UCHL3","UCHL3","7347",50933,"Uchl3"
"UPK1B","UPK1B","7348",22268,"Upk1b"
"UCN","UCN","7349",22226,"Ucn"
"UCP1","UCP1","7350",22227,"Ucp1"
"UCP2","UCP2","7351",22228,"Ucp2"
"UCP3","UCP3","7352",22229,"Ucp3"
"UFD1","UFD1","7353",22230,"Ufd1"
"SLC35A2","SLC35A2","7355",22232,"Slc35a2"
"SCGB1A1","SCGB1A1","7356",22287,"Scgb1a1"
"UGCG","UGCG","7357",22234,"Ugcg"
"UGDH","UGDH","7358",22235,"Ugdh"
"UGP2","UGP2","7360",216558,"Ugp2"
"UGT1A","UGT1A","7361",NA,NA
"UGT2B4","UGT2B4","7363",NA,NA
"UGT2B7","UGT2B7","7364",NA,NA
"UGT2B10","UGT2B10","7365",NA,NA
"UGT2B15","UGT2B15","7366",NA,NA
"UGT2B17","UGT2B17","7367",NA,NA
"UGT8","UGT8","7368",22239,"Ugt8a"
"UMOD","UMOD","7369",22242,"Umod"
"UCK2","UCK2","7371",80914,"Uck2"
"UMPS","UMPS","7372",22247,"Umps"
"COL14A1","COL14A1","7373",12818,"Col14a1"
"UNG","UNG","7374",22256,"Ung"
"USP4","USP4","7375",22258,"Usp4"
"NR1H2","NR1H2","7376",22260,"Nr1h2"
"UPP1","UPP1","7378",22271,"Upp1"
"UPK2","UPK2","7379",22269,"Upk2"
"UPK3A","UPK3A","7380",22270,"Upk3a"
"UQCRB","UQCRB","7381",67530,"Uqcrb"
"UQCRC1","UQCRC1","7384",22273,"Uqcrc1"
"UQCRC2","UQCRC2","7385",67003,"Uqcrc2"
"UQCRFS1","UQCRFS1","7386",66694,"Uqcrfs1"
"UQCRH","UQCRH","7388",66576,"Uqcrh"
"UROD","UROD","7389",22275,"Urod"
"UROS","UROS","7390",22276,"Uros"
"USF1","USF1","7391",22278,"Usf1"
"USF2","USF2","7392",22282,"Usf2"
"USH1E","USH1E","7396",NA,NA
"USP1","USP1","7398",230484,"Usp1"
"USH2A","USH2A","7399",22283,"Ush2a"
"CLRN1","CLRN1","7401",229320,"Clrn1"
"UTRN","UTRN","7402",22288,"Utrn"
"KDM6A","KDM6A","7403",22289,"Kdm6a"
"UTY","UTY","7404",NA,NA
"UVRAG","UVRAG","7405",78610,"Uvrag"
"VARS1","VARS1","7407",22321,"Vars"
"VASP","VASP","7408",22323,"Vasp"
"VAV1","VAV1","7409",22324,"Vav1"
"VAV2","VAV2","7410",22325,"Vav2"
"VBP1","VBP1","7411",22327,"Vbp1"
"VCAM1","VCAM1","7412",22329,"Vcam1"
"VCL","VCL","7414",22330,"Vcl"
"VCP","VCP","7415",269523,"Vcp"
"VDAC1","VDAC1","7416",22333,"Vdac1"
"VDAC2","VDAC2","7417",22334,"Vdac2"
"VDAC1P4","VDAC1P4","7418",NA,NA
"VDAC3","VDAC3","7419",22335,"Vdac3"
"VDI","VDI","7420",NA,NA
"VDR","VDR","7421",22337,"Vdr"
"VEGFA","VEGFA","7422",22339,"Vegfa"
"VEGFB","VEGFB","7423",22340,"Vegfb"
"VEGFC","VEGFC","7424",22341,"Vegfc"
"VGF","VGF","7425",381677,"Vgf"
"VHL","VHL","7428",22346,"Vhl"
"VIL1","VIL1","7429",22349,"Vil1"
"EZR","EZR","7430",22350,"Ezr"
"VIM","VIM","7431",22352,"Vim"
"VIP","VIP","7432",22353,"Vip"
"VIPR1","VIPR1","7433",22354,"Vipr1"
"VIPR2","VIPR2","7434",22355,"Vipr2"
"VIS1","VIS1","7435",NA,NA
"VLDLR","VLDLR","7436",22359,"Vldlr"
"VMD1","VMD1","7438",NA,NA
"BEST1","BEST1","7439",24115,"Best1"
"VPREB1","VPREB1","7441",22362,"Vpreb1a"
"TRPV1","TRPV1","7442",193034,"Trpv1"
"VRK1","VRK1","7443",22367,"Vrk1"
"VRK2","VRK2","7444",69922,"Vrk2"
"AVSD1","AVSD1","7446",NA,NA
"VSNL1","VSNL1","7447",26950,"Vsnl1"
"VTN","VTN","7448",22370,"Vtn"
"VWF","VWF","7450",22371,"Vwf"
"VWFP1","VWFP1","7451",NA,NA
"WARS1","WARS1","7453",22375,"Wars1"
"WAS","WAS","7454",22376,"Was"
"ZAN","ZAN","7455",22635,"Zan"
"WIPF1","WIPF1","7456",215280,"Wipf1"
"EIF4H","EIF4H","7458",22384,"Eif4h"
"WBSCR2","WBSCR2","7459",NA,NA
"CLIP2","CLIP2","7461",269713,"Clip2"
"LAT2","LAT2","7462",56743,"Lat2"
"CORO2A","CORO2A","7464",107684,"Coro2a"
"WEE1","WEE1","7465",22390,"Wee1"
"WFS1","WFS1","7466",22393,"Wfs1"
"WHCR","WHCR","7467",NA,NA
"NSD2","NSD2","7468",107823,"Nsd2"
"NELFA","NELFA","7469",24116,"Nelfa"
"WNT1","WNT1","7471",22408,"Wnt1"
"WNT2","WNT2","7472",22413,"Wnt2"
"WNT3","WNT3","7473",22415,"Wnt3"
"WNT5A","WNT5A","7474",22418,"Wnt5a"
"WNT6","WNT6","7475",22420,"Wnt6"
"WNT7A","WNT7A","7476",22421,"Wnt7a"
"WNT7B","WNT7B","7477",22422,"Wnt7b"
"WNT8A","WNT8A","7478",20890,"Wnt8a"
"WNT8B","WNT8B","7479",22423,"Wnt8b"
"WNT10B","WNT10B","7480",22410,"Wnt10b"
"WNT11","WNT11","7481",22411,"Wnt11"
"WNT2B","WNT2B","7482",22414,"Wnt2b"
"WNT9A","WNT9A","7483",216795,"Wnt9a"
"WNT9B","WNT9B","7484",22412,"Wnt9b"
"GET1","GET1","7485",71446,"Get1"
"WRN","WRN","7486",22427,"Wrn"
"WS2B","WS2B","7488",NA,NA
"WT1","WT1","7490",22431,"Wt1"
"WT2","WT2","7491",NA,NA
"XBP1","XBP1","7494",22433,"Xbp1"
"XBP1P1","XBP1P1","7495",NA,NA
"XCE","XCE","7497",619209,"Rr18"
"XDH","XDH","7498",22436,"Xdh"
"XG","XG","7499",NA,NA
"XGY1","XGY1","7500",NA,NA
"XIC","XIC","7502",NA,NA
"XIST","XIST","7503",NA,NA
"XK","XK","7504",22439,"Xk"
"XM","XM","7506",NA,NA
"XPA","XPA","7507",22590,"Xpa"
"XPC","XPC","7508",22591,"Xpc"
"XPNPEP1","XPNPEP1","7511",170750,"Xpnpep1"
"XPNPEP2","XPNPEP2","7512",170745,"Xpnpep2"
"XPO1","XPO1","7514",103573,"Xpo1"
"XRCC1","XRCC1","7515",22594,"Xrcc1"
"XRCC2","XRCC2","7516",57434,"Xrcc2"
"XRCC3","XRCC3","7517",74335,"Xrcc3"
"XRCC4","XRCC4","7518",108138,"Xrcc4"
"XRCC5","XRCC5","7520",22596,"Xrcc5"
"XS","XS","7523",NA,NA
"YES1","YES1","7525",22612,"Yes1"
"YES1P1","YES1P1","7526",NA,NA
"YY1","YY1","7528",22632,"Yy1"
"YWHAB","YWHAB","7529",54401,"Ywhab"
"YWHAE","YWHAE","7531",22627,"Ywhae"
"YWHAG","YWHAG","7532",22628,"Ywhag"
"YWHAH","YWHAH","7533",22629,"Ywhah"
"YWHAZ","YWHAZ","7534",22631,"Ywhaz"
"ZAP70","ZAP70","7535",22637,"Zap70"
"SF1","SF1","7536",22668,"Sf1"
"ZFP36","ZFP36","7538",22695,"Zfp36"
"ZFP37","ZFP37","7539",22696,"Zfp37"
"ZBTB14","ZBTB14","7541",22666,"Zbtb14"
"ZFPL1","ZFPL1","7542",81909,"Zfpl1"
"ZFX","ZFX","7543",22764,"Zfx"
"ZFY","ZFY","7544",NA,NA
"ZIC1","ZIC1","7545",22771,"Zic1"
"ZIC2","ZIC2","7546",22772,"Zic2"
"ZIC3","ZIC3","7547",22773,"Zic3"
"ZNF2","ZNF2","7549",72180,"Zfp661"
"ZNF3","ZNF3","7551",56314,"Zfp113"
"ZNF711","ZNF711","7552",245595,"Zfp711"
"ZNF7","ZNF7","7553",223669,"Zfp7"
"ZNF8","ZNF8","7554",243833,"Zfp128"
"CNBP","CNBP","7555",12785,"Cnbp"
"ZNF10","ZNF10","7556",NA,NA
"ZNF12","ZNF12","7559",231866,"Zfp12"
"ZNF14","ZNF14","7561",NA,NA
"ZNF708","ZNF708","7562",NA,NA
"ZNF16","ZNF16","7564",NA,NA
"ZNF17","ZNF17","7565",NA,NA
"ZNF18","ZNF18","7566",52712,"Zkscan6"
"ZNF19","ZNF19","7567",NA,NA
"ZNF20","ZNF20","7568",NA,NA
"ZNF182","ZNF182","7569",319535,"Zfp182"
"ZNF22","ZNF22","7570",67255,"Zfp422"
"ZNF23","ZNF23","7571",234725,"Zfp612"
"ZNF24","ZNF24","7572",59057,"Zfp24"
"ZNF26","ZNF26","7574",NA,NA
"ZNF28","ZNF28","7576",NA,NA
"ZNF29P","ZNF29P","7577",NA,NA
"ZSCAN20","ZSCAN20","7579",269585,"Zscan20"
"ZNF32","ZNF32","7580",232337,"Zfp637"
"ZNF33A","ZNF33A","7581",NA,NA
"ZNF33B","ZNF33B","7582",NA,NA
"ZNF35","ZNF35","7584",22646,"Zfp105"
"ZKSCAN1","ZKSCAN1","7586",74570,"Zkscan1"
"ZNF37A","ZNF37A","7587",NA,NA
"ZSCAN21","ZSCAN21","7589",22697,"Zscan21"
"ZNF41","ZNF41","7592",NA,NA
"MZF1","MZF1","7593",109889,"Mzf1"
"ZNF43","ZNF43","7594",NA,NA
"ZNF45","ZNF45","7596",NA,NA
"ZBTB25","ZBTB25","7597",109929,"Zbtb25"
"ZNF56P","ZNF56P","7608",NA,NA
"ZNF66","ZNF66","7617",NA,NA
"ZNF726P1","ZNF726P1","7618",NA,NA
"ZNF69","ZNF69","7620",NA,NA
"ZNF70","ZNF70","7621",NA,NA
"ZNF74","ZNF74","7625",NA,NA
"ZNF75D","ZNF75D","7626",NA,NA
"ZNF75A","ZNF75A","7627",105246058,"Gm41409"
"ZNF75BP","ZNF75BP","7628",NA,NA
"ZNF76","ZNF76","7629",224656,"Zfp523"
"ZNF79","ZNF79","7633",NA,NA
"ZNF80","ZNF80","7634",NA,NA
"ZNF84","ZNF84","7637",NA,NA
"ZNF221","ZNF221","7638",232966,"Zfp114"
"ZNF85","ZNF85","7639",NA,NA
"ZNF90","ZNF90","7643",NA,NA
"ZNF91","ZNF91","7644",NA,NA
"ZNF99","ZNF99","7652",NA,NA
"ZNF90P1","ZNF90P1","7661",NA,NA
"ZNF222","ZNF222","7673",NA,NA
"ZNF121","ZNF121","7675",NA,NA
"ZNF124","ZNF124","7678",NA,NA
"MKRN3","MKRN3","7681",22652,"Mkrn3"
"MKRN4P","MKRN4P","7682",NA,NA
"MKRN5P","MKRN5P","7683",NA,NA
"MKRN7P","MKRN7P","7686",NA,NA
"ZNF131","ZNF131","7690",72465,"Zfp131"
"ZNF132","ZNF132","7691",NA,NA
"ZNF133","ZNF133","7692",NA,NA
"ZNF134","ZNF134","7693",NA,NA
"ZNF135","ZNF135","7694",NA,NA
"ZNF136","ZNF136","7695",NA,NA
"ZNF137P","ZNF137P","7696",NA,NA
"ZNF138","ZNF138","7697",NA,NA
"ZNF140","ZNF140","7699",NA,NA
"ZNF141","ZNF141","7700",NA,NA
"ZNF142","ZNF142","7701",77264,"Zfp142"
"ZNF143","ZNF143","7702",20841,"Zfp143"
"PCGF2","PCGF2","7703",22658,"Pcgf2"
"ZBTB16","ZBTB16","7704",235320,"Zbtb16"
"ZNF146","ZNF146","7705",26465,"Zfp146"
"TRIM25","TRIM25","7706",217069,"Trim25"
"ZNF148","ZNF148","7707",22661,"Zfp148"
"ZBTB17","ZBTB17","7709",22642,"Zbtb17"
"ZNF154","ZNF154","7710",NA,NA
"ZNF155","ZNF155","7711",NA,NA
"ZNF157","ZNF157","7712",NA,NA
"VEZF1","VEZF1","7716",22344,"Vezf1"
"ZNF165","ZNF165","7718",NA,NA
"TRIM26","TRIM26","7726",22670,"Trim26"
"ZNF174","ZNF174","7727",385674,"Zfp174"
"ZNF175","ZNF175","7728",NA,NA
"ZNF177","ZNF177","7730",NA,NA
"RNF112","RNF112","7732",22671,"Rnf112"
"ZNF180","ZNF180","7733",210135,"Zfp180"
"RNF113A","RNF113A","7737",69942,"Rnf113a1"
"ZNF184","ZNF184","7738",193452,"Zfp184"
"ZNF185","ZNF185","7739",22673,"Zfp185"
"ZSCAN26","ZSCAN26","7741",432731,"Zscan26"
"ZNF189","ZNF189","7743",230162,"Zfp189"
"ZKSCAN8","ZKSCAN8","7745",93681,"Zkscan8"
"ZSCAN9","ZSCAN9","7746",NA,NA
"ZNF195","ZNF195","7748",NA,NA
"ZMYM2","ZMYM2","7750",76007,"Zmym2"
"ZNF200","ZNF200","7752",NA,NA
"ZNF202","ZNF202","7753",80902,"Zfp202"
"ZNF204P","ZNF204P","7754",NA,NA
"ZNF205","ZNF205","7755",22654,"Zfp13"
"ZNF207","ZNF207","7756",22680,"Zfp207"
"ZNF208","ZNF208","7757",NA,NA
"ZNF213","ZNF213","7760",449521,"Zfp213"
"ZNF214","ZNF214","7761",NA,NA
"ZNF215","ZNF215","7762",NA,NA
"ZFAND5","ZFAND5","7763",22682,"Zfand5"
"ZNF217","ZNF217","7764",228913,"Zfp217"
"ZNF223","ZNF223","7766",NA,NA
"ZNF224","ZNF224","7767",NA,NA
"ZNF225","ZNF225","7768",NA,NA
"ZNF226","ZNF226","7769",NA,NA
"ZNF227","ZNF227","7770",NA,NA
"ZNF112","ZNF112","7771",57745,"Zfp112"
"ZNF229","ZNF229","7772",NA,NA
"ZNF230","ZNF230","7773",NA,NA
"ZNF232","ZNF232","7775",NA,NA
"ZNF236","ZNF236","7776",329002,"Zfp236"
"SLC30A1","SLC30A1","7779",22782,"Slc30a1"
"SLC30A2","SLC30A2","7780",230810,"Slc30a2"
"SLC30A3","SLC30A3","7781",22784,"Slc30a3"
"SLC30A4","SLC30A4","7782",22785,"Slc30a4"
"ZP2","ZP2","7783",22787,"Zp2"
"ZP3","ZP3","7784",22788,"Zp3"
"MAP3K12","MAP3K12","7786",26404,"Map3k12"
"ZXDA","ZXDA","7789",NA,NA
"ZYX","ZYX","7791",22793,"Zyx"
"CCV","CCV","7792",NA,NA
"LOC7795","LOC7795","7795",NA,NA
"LUZP1","LUZP1","7798",269593,"Luzp1"
"PRDM2","PRDM2","7799",110593,"Prdm2"
"DNALI1","DNALI1","7802",75563,"Dnali1"
"PTP4A1","PTP4A1","7803",19243,"Ptp4a1"
"LRP8","LRP8","7804",16975,"Lrp8"
"LAPTM5","LAPTM5","7805",16792,"Laptm5"
"AIR","AIR","7808",NA,NA
"BSND","BSND","7809",140475,"Bsnd"
"CSDE1","CSDE1","7812",229663,"Csde1"
"EVI5","EVI5","7813",14020,"Evi5"
"DAP3","DAP3","7818",65111,"Dap3"
"D1S111","D1S111","7824",NA,NA
"NPHS2","NPHS2","7827",170484,"Nphs2"
"PHA2A","PHA2A","7830",NA,NA
"BTG2","BTG2","7832",12227,"Btg2"
"PCAP","PCAP","7834",NA,NA
"PXDN","PXDN","7837",69675,"Pxdn"
"LEPQTL1","LEPQTL1","7839",NA,NA
"ALMS1","ALMS1","7840",236266,"Alms1"
"MOGS","MOGS","7841",57377,"Mogs"
"IGKJ","IGKJ","7842",NA,NA
"RNF103","RNF103","7844",22644,"Rnf103"
"PAFAH1B1P1","PAFAH1B1P1","7845",NA,NA
"TUBA1A","TUBA1A","7846",22142,"Tuba1a"
"PAX8","PAX8","7849",18510,"Pax8"
"IL1R2","IL1R2","7850",16178,"Il1r2"
"MALL","MALL","7851",228576,"Mall"
"CXCR4","CXCR4","7852",12767,"Cxcr4"
"FZD5","FZD5","7855",14367,"Fzd5"
"SCG2","SCG2","7857",20254,"Scg2"
"BRPF1","BRPF1","7862",78783,"Brpf1"
"SCLC1","SCLC1","7864",NA,NA
"IFRD2","IFRD2","7866",15983,"Ifrd2"
"MAPKAPK3","MAPKAPK3","7867",102626,"Mapkapk3"
"SEMA3B","SEMA3B","7869",20347,"Sema3b"
"SLMAP","SLMAP","7871",83997,"Slmap"
"MANF","MANF","7873",74840,"Manf"
"USP7","USP7","7874",252870,"Usp7"
"RAB7A","RAB7A","7879",19349,"Rab7"
"MBS2","MBS2","7880",NA,NA
"KCNAB1","KCNAB1","7881",16497,"Kcnab1"
"SLBP","SLBP","7884",20492,"Slbp"
"CRSA","CRSA","7885",NA,NA
"PSORS3","PSORS3","7889",NA,NA
"FECB","FECB","7892",NA,NA
"LAG5","LAG5","7895",NA,NA
"TS13","TS13","7896",NA,NA
"ST8SIA4","ST8SIA4","7903",20452,"St8sia4"
"REEP5","REEP5","7905",13476,"Reep5"
"EOS","EOS","7908",NA,NA
"HEMC","HEMC","7909",NA,NA
"PFBI","PFBI","7910",NA,NA
"SM1","SM1","7911",NA,NA
"DEK","DEK","7913",110052,"Dek"
"ALDH5A1","ALDH5A1","7915",214579,"Aldh5a1"
"PRRC2A","PRRC2A","7916",53761,"Prrc2a"
"BAG6","BAG6","7917",224727,"Bag6"
"GPANK1","GPANK1","7918",81845,"Gpank1"
"DDX39B","DDX39B","7919",53817,"Ddx39b"
"ABHD16A","ABHD16A","7920",193742,"Abhd16a"
"D6S207E","D6S207E","7921",NA,NA
"SLC39A7","SLC39A7","7922",14977,"Slc39a7"
"HSD17B8","HSD17B8","7923",14979,"Hsd17b8"
"IGLP1","IGLP1","7925",NA,NA
"IGLP2","IGLP2","7926",NA,NA
"IGAT","IGAT","7927",NA,NA
"ISCW","ISCW","7928",NA,NA
"OR2H2","OR2H2","7932",258469,"Or2h2"
"OPLL","OPLL","7933",NA,NA
"NELFE","NELFE","7936",27632,"Nelfe"
"RWS","RWS","7937",NA,NA
"CP20","CP20","7938",NA,NA
"LAP","LAP","7939",NA,NA
"LST1","LST1","7940",16988,"Lst1"
"PLA2G7","PLA2G7","7941",27226,"Pla2g7"
"TFEB","TFEB","7942",21425,"Tfeb"
"PBCRA1","PBCRA1","7948",NA,NA
"TNDM","TNDM","7952",NA,NA
"HBFQTL2","HBFQTL2","7954",NA,NA
"RNF217-AS1","RNF217-AS1","7955",NA,NA
"NTT","NTT","7956",NA,NA
"EPM2A","EPM2A","7957",13853,"Epm2a"
"FEA","FEA","7959",NA,NA
"MRBC","MRBC","7960",NA,NA
"PBCA","PBCA","7962",NA,NA
"TS546","TS546","7963",NA,NA
"AIMP2","AIMP2","7965",231872,"Aimp2"
"GHS","GHS","7971",NA,NA
"HRX","HRX","7974",NA,NA
"MAFK","MAFK","7975",17135,"Mafk"
"FZD3","FZD3","7976",14365,"Fzd3"
"MHS3","MHS3","7977",NA,NA
"MTERF1","MTERF1","7978",NA,NA
"SEM1","SEM1","7979",20422,"Sem1"
"TFPI2","TFPI2","7980",21789,"Tfpi2"
"ST7","ST7","7982",64213,"St7"
"ARHGEF5","ARHGEF5","7984",54324,"Arhgef5"
"GPDS1","GPDS1","7986",NA,NA
"ZNF212","ZNF212","7988",232784,"Zfp212"
"TUSC3","TUSC3","7991",80286,"Tusc3"
"UBXN8","UBXN8","7993",108159,"Ubxn8"
"KAT6A","KAT6A","7994",244349,"Kat6a"
"PSCA","PSCA","8000",72373,"Psca"
"GLRA3","GLRA3","8001",110304,"Glra3"
"LALL","LALL","8009",NA,NA
"MROS","MROS","8011",NA,NA
"NR4A3","NR4A3","8013",18124,"Nr4a3"
"BRD3","BRD3","8019",67382,"Brd3"
"NUP214","NUP214","8021",227720,"Nup214"
"LHX3","LHX3","8022",16871,"Lhx3"
"H142T","H142T","8023",NA,NA
"RDPA","RDPA","8024",NA,NA
"DGS2","DGS2","8026",NA,NA
"STAM","STAM","8027",20844,"Stam"
"MLLT10","MLLT10","8028",17354,"Mllt10"
"CUBN","CUBN","8029",65969,"Cubn"
"CCDC6","CCDC6","8030",76551,"Ccdc6"
"NCOA4","NCOA4","8031",27057,"Ncoa4"
"SLC25A16","SLC25A16","8034",73132,"Slc25a16"
"SHOC2","SHOC2","8036",56392,"Shoc2"
"ADAM12","ADAM12","8038",11489,"Adam12"
"PROA","PROA","8039",NA,NA
"RASSF7","RASSF7","8045",66985,"Rassf7"
"CSRP3","CSRP3","8048",13009,"Csrp3"
"PDHX","PDHX","8050",27402,"Pdhx"
"ECB2","ECB2","8056",NA,NA
"FOSL1","FOSL1","8061",14283,"Fosl1"
"CUL5","CUL5","8065",75717,"Cul5"
"ANC","ANC","8066",NA,NA
"BRCATA","BRCATA","8068",NA,NA
"PTP4A2","PTP4A2","8073",19244,"Ptp4a2"
"FGF23","FGF23","8074",64654,"Fgf23"
"MFAP5","MFAP5","8076",50530,"Mfap5"
"USP5","USP5","8078",22225,"Usp5"
"MLF2","MLF2","8079",30853,"Mlf2"
"AD5","AD5","8081",NA,NA
"SSPN","SSPN","8082",16651,"Sspn"
"KMT2D","KMT2D","8085",381022,"Kmt2d"
"AAAS","AAAS","8086",223921,"Aaas"
"FXR1","FXR1","8087",14359,"Fxr1"
"YEATS4","YEATS4","8089",64050,"Yeats4"
"SPPM","SPPM","8090",NA,NA
"HMGA2","HMGA2","8091",15364,"Hmga2"
"ALX1","ALX1","8092",216285,"Alx1"
"MGCT","MGCT","8093",NA,NA
"CDK2AP1","CDK2AP1","8099",13445,"Cdk2ap1"
"IFT88","IFT88","8100",21821,"Ift88"
"CLLS2","CLLS2","8101",NA,NA
"XRS","XRS","8102",NA,NA
"PAPA2","PAPA2","8103",NA,NA
"MCOR","MCOR","8104",NA,NA
"BRCD1","BRCD1","8105",NA,NA
"PABPN1","PABPN1","8106",NA,NA
"DPF3","DPF3","8110",70127,"Dpf3"
"GPR68","GPR68","8111",238377,"Gpr68"
"MCOP1","MCOP1","8113",NA,NA
"IV","IV","8114",NA,NA
"TCL1A","TCL1A","8115",21432,"Tcl1"
"AP3B2","AP3B2","8120",11775,"Ap3b2"
"PWAR5","PWAR5","8123",NA,NA
"ANP32A","ANP32A","8125",11737,"Anp32a"
"MRST","MRST","8126",NA,NA
"ST8SIA2","ST8SIA2","8128",20450,"St8sia2"
"HBHR","HBHR","8129",NA,NA
"MCOPCT1","MCOPCT1","8130",NA,NA
"NPRL3","NPRL3","8131",17168,"Nprl3"
"PKDTS","PKDTS","8132",NA,NA
"WT3","WT3","8136",NA,NA
"HYD2","HYD2","8137",NA,NA
"GAN","GAN","8139",209239,"Gan"
"SLC7A5","SLC7A5","8140",20539,"Slc7a5"
"TAF15","TAF15","8148",70439,"Taf15"
"WT4","WT4","8151",NA,NA
"RND2","RND2","8153",11858,"Rnd2"
"COIL","COIL","8161",12812,"Coil"
"CDR3","CDR3","8163",NA,NA
"AKAP1","AKAP1","8165",11640,"Akap1"
"TW","TW","8168",NA,NA
"SLC14A2","SLC14A2","8170",27411,"Slc14a2"
"CNSN","CNSN","8173",NA,NA
"MADCAM1","MADCAM1","8174",17123,"Madcam1"
"SF3A2","SF3A2","8175",20222,"Sf3a2"
"LPSA","LPSA","8177",NA,NA
"ELL","ELL","8178",13716,"Ell"
"BFIS1","BFIS1","8181",NA,NA
"HBN1","HBN1","8184",NA,NA
"ZNF239","ZNF239","8187",22685,"Zfp239"
"NGFG","NGFG","8188",NA,NA
"SYMPK","SYMPK","8189",68188,"Sympk"
"MIA","MIA","8190",12587,"Mia"
"CLPP","CLPP","8192",53895,"Clpp"
"DPF1","DPF1","8193",29861,"Dpf1"
"MKKS","MKKS","8195",59030,"Mkks"
"GDF5","GDF5","8200",14563,"Gdf5"
"MLRL","MLRL","8201",NA,NA
"NCOA3","NCOA3","8202",17979,"Ncoa3"
"NRIP1","NRIP1","8204",268903,"Nrip1"
"TAM","TAM","8205",NA,NA
"CHAF1B","CHAF1B","8208",110749,"Chaf1b"
"GATD3","GATD3","8209",28295,"Gatd3a"
"AABT","AABT","8212",NA,NA
"BAS","BAS","8213",NA,NA
"DGCR6","DGCR6","8214",NA,NA
"DVL1P1","DVL1P1","8215",NA,NA
"LZTR1","LZTR1","8216",66863,"Lztr1"
"IGLJ","IGLJ","8217",NA,NA
"CLTCL1","CLTCL1","8218",NA,NA
"ESS2","ESS2","8220",27886,"Ess2"
"OGS2","OGS2","8221",NA,NA
"SYN3","SYN3","8224",27204,"Syn3"
