"","from_gene","Mus_musculus","Homo_sapiens","to_symbol"
"AA516741","AA516741","106852",NA,NA
"AA517638","AA517638","106854",NA,NA
"AA522005","AA522005","106856",NA,NA
"Abhd3","Abhd3","106861",171586,"ABHD3"
"AA763521","AA763521","106862",NA,NA
"Tnfaip8","Tnfaip8","106869",25816,"TNFAIP8"
"AI115542","AI115542","106875",NA,NA
"Afap1l1","Afap1l1","106877",134265,"AFAP1L1"
"Smim3","Smim3","106878",85027,"SMIM3"
"AI314760","AI314760","106885",NA,NA
"Hmgxb3","Hmgxb3","106894",22993,"HMGXB3"
"AI450241","AI450241","106906",NA,NA
"AI450907","AI450907","106907",NA,NA
"AI661384","AI661384","106930",NA,NA
"Kctd1","Kctd1","106931",284252,"KCTD1"
"AI664001","AI664001","106935",NA,NA
"Slc39a3","Slc39a3","106947",29985,"SLC39A3"
"Arap3","Arap3","106952",64411,"ARAP3"
"AI851613","AI851613","106954",NA,NA
"Slc39a6","Slc39a6","106957",25800,"SLC39A6"
"AL022850","AL022850","106964",NA,NA
"4732423E21Rik","4732423E21Rik","106967",NA,NA
"AU014988","AU014988","106969",NA,NA
"AU015140","AU015140","106970",NA,NA
"AU015601","AU015601","106972",NA,NA
"AU015741","AU015741","106973",NA,NA
"AU015858","AU015858","106974",NA,NA
"AU018705","AU018705","106980",NA,NA
"AU018728","AU018728","106981",NA,NA
"AU018823","AU018823","106982",NA,NA
"AU020951","AU020951","106986",NA,NA
"AU022049","AU022049","106988",NA,NA
"AU022136","AU022136","106989",NA,NA
"AU022178","AU022178","106990",NA,NA
"AU022538","AU022538","106993",NA,NA
"A330093E20Rik","A330093E20Rik","107003",NA,NA
"AW046287","AW046287","107018",NA,NA
"Gramd2b","Gramd2b","107022",65983,"GRAMD2B"
"Me2","Me2","107029",4200,"ME2"
"Fbxo38","Fbxo38","107035",81545,"FBXO38"
"Lars","Lars","107045",51520,"LARS1"
"Psmg2","Psmg2","107047",56984,"PSMG2"
"AW742475","AW742475","107056",NA,NA
"BB125182","BB125182","107064",NA,NA
"Lrrtm2","Lrrtm2","107065",26045,"LRRTM2"
"Wdr74","Wdr74","107071",54663,"WDR74"
"AA409025","AA409025","107086",NA,NA
"AA416451","AA416451","107089",NA,NA
"AA517132","AA517132","107091",NA,NA
"Rrp12","Rrp12","107094",23223,"RRP12"
"AI195470","AI195470","107131",NA,NA
"Cyp2c50","Cyp2c50","107141",NA,NA
"AI266966","AI266966","107142",NA,NA
"AI314034","AI314034","107143",NA,NA
"Glyat","Glyat","107146",NA,NA
"AI317275","AI317275","107150",NA,NA
"AI327134","AI327134","107157",NA,NA
"AI415730","AI415730","107166",NA,NA
"AI428314","AI428314","107171",NA,NA
"Gpr137","Gpr137","107173",56834,"GPR137"
"Btaf1","Btaf1","107182",9044,"BTAF1"
"Uqcc3","Uqcc3","107197",790955,"UQCC3"
"Ffar4","Ffar4","107221",338557,"FFAR4"
"Macrod1","Macrod1","107227",28992,"MACROD1"
"Carns1","Carns1","107239",57571,"CARNS1"
"AI837181","AI837181","107242",83638,"C11orf68"
"Kazald1","Kazald1","107250",81621,"KAZALD1"
"AI843588","AI843588","107252",NA,NA
"Otub1","Otub1","107260",55611,"OTUB1"
"Yars","Yars","107271",8565,"YARS1"
"Psat1","Psat1","107272",29968,"PSAT1"
"AU014972","AU014972","107279",NA,NA
"1110034N17Rik","1110034N17Rik","107282",NA,NA
"AU021773","AU021773","107291",NA,NA
"AU021789","AU021789","107292",NA,NA
"AU022848","AU022848","107294",NA,NA
"AU022855","AU022855","107295",NA,NA
"AU022933","AU022933","107296",NA,NA
"Vps37c","Vps37c","107305",55048,"VPS37C"
"AU042950","AU042950","107306",NA,NA
"Lpxn","Lpxn","107321",9404,"LPXN"
"AV313155","AV313155","107324",NA,NA
"Trpt1","Trpt1","107328",83707,"TRPT1"
"Gbf1","Gbf1","107338",8729,"GBF1"
"AW112010","AW112010","107350",NA,NA
"Kank1","Kank1","107351",23189,"KANK1"
"Tm9sf3","Tm9sf3","107358",56889,"TM9SF3"
"Pdzd8","Pdzd8","107368",118987,"PDZD8"
"Exoc6","Exoc6","107371",54536,"EXOC6"
"C030016D13Rik","C030016D13Rik","107372",NA,NA
"Fam111a","Fam111a","107373",63901,"FAM111A"
"Slc25a45","Slc25a45","107375",283130,"SLC25A45"
"E330013P04Rik","E330013P04Rik","107376",NA,NA
"AW492981","AW492981","107377",NA,NA
"Brms1","Brms1","107392",25855,"BRMS1"
"AW742565","AW742565","107400",NA,NA
"AW742912","AW742912","107401",NA,NA
"AW742986","AW742986","107402",NA,NA
"AW743299","AW743299","107404",NA,NA
"BB143722","BB143722","107412",NA,NA
"BB164765","BB164765","107416",NA,NA
"Aap","Aap","107417",NA,NA
"Bas","Bas","107418",NA,NA
"Das","Das","107419",NA,NA
"Idc","Idc","107421",NA,NA
"Prid1","Prid1","107422",NA,NA
"Tag","Tag","107423",NA,NA
"Ylr","Ylr","107424",NA,NA
"Gpr31","Gpr31","107431",NA,NA
"Gsh5","Gsh5","107433",NA,NA
"Hat1","Hat1","107435",8520,"HAT1"
"Pchr","Pchr","107436",NA,NA
"Cinda1","Cinda1","107438",NA,NA
"Sipd1","Sipd1","107442",NA,NA
"Bgb","Bgb","107447",NA,NA
"Unc5a","Unc5a","107448",90249,"UNC5A"
"Unc5b","Unc5b","107449",219699,"UNC5B"
"Fv3","Fv3","107450",NA,NA
"Fv6","Fv6","107451",NA,NA
"Hld","Hld","107452",NA,NA
"Rasl2-6","Rasl2-6","107453",NA,NA
"Rasl5-1","Rasl5-1","107454",NA,NA
"Rdh2","Rdh2","107460",NA,NA
"Aia2","Aia2","107462",NA,NA
"Cpl1","Cpl1","107463",NA,NA
"Cpl2","Cpl2","107464",NA,NA
"Exz2","Exz2","107465",NA,NA
"Pcas","Pcas","107466",NA,NA
"Pcts","Pcts","107467",NA,NA
"Rim5","Rim5","107468",NA,NA
"Nba1","Nba1","107469",NA,NA
"Acaca","Acaca","107476",31,"ACACA"
"Guca1b","Guca1b","107477",2979,"GUCA1B"
"Emv69","Emv69","107478",NA,NA
"Emv71","Emv71","107479",NA,NA
"Emv70","Emv70","107480",NA,NA
"Tgct1","Tgct1","107481",NA,NA
"Ack","Ack","107482",NA,NA
"Av1","Av1","107483",NA,NA
"Av2","Av2","107484",NA,NA
"Cle","Cle","107485",NA,NA
"Lus","Lus","107487",NA,NA
"Tel1q","Tel1q","107488",NA,NA
"Tel3q","Tel3q","107489",NA,NA
"Tel5q","Tel5q","107490",NA,NA
"Tel6q","Tel6q","107491",NA,NA
"Tel7q","Tel7q","107492",NA,NA
"Tel8q","Tel8q","107493",NA,NA
"Scfr3","Scfr3","107494",NA,NA
"Mnp","Mnp","107502",NA,NA
"Atf5","Atf5","107503",22809,"ATF5"
"Neurod5","Neurod5","107505",NA,NA
"Ldr2","Ldr2","107506",NA,NA
"Pcs1","Pcs1","107507",NA,NA
"Eprs","Eprs","107508",2058,"EPRS1"
"Sdr1","Sdr1","107509",NA,NA
"Sdr2","Sdr2","107510",NA,NA
"Sto1","Sto1","107511",NA,NA
"Sto2","Sto2","107512",NA,NA
"Ssr1","Ssr1","107513",6745,"SSR1"
"Lgr4","Lgr4","107515",55366,"LGR4"
"Bis2","Bis2","107521",NA,NA
"Ece2","Ece2","107522",NA,NA
"Gimap4","Gimap4","107526",55303,"GIMAP4"
"Il1rl2","Il1rl2","107527",8808,"IL1RL2"
"Magee1","Magee1","107528",57692,"MAGEE1"
"Mageb9","Mageb9","107533",NA,NA
"Bkm2","Bkm2","107534",NA,NA
"Bkm3","Bkm3","107535",NA,NA
"Bkm5","Bkm5","107536",NA,NA
"Ihe1","Ihe1","107537",NA,NA
"Int53","Int53","107538",NA,NA
"Lap2","Lap2","107539",NA,NA
"Rhv1","Rhv1","107540",NA,NA
"Rhv2","Rhv2","107541",NA,NA
"Tsve1","Tsve1","107542",NA,NA
"Bkm4","Bkm4","107547",NA,NA
"Bkm6","Bkm6","107548",NA,NA
"Mlvi3","Mlvi3","107549",NA,NA
"Tel10q","Tel10q","107550",NA,NA
"Tel11q","Tel11q","107551",NA,NA
"Tel12q","Tel12q","107552",NA,NA
"Tel15q","Tel15q","107553",NA,NA
"Tel18q","Tel18q","107554",NA,NA
"Tel19q","Tel19q","107555",NA,NA
"Msbp1","Msbp1","107556",NA,NA
"Scfr2","Scfr2","107557",NA,NA
"Man1b-rs","Man1b-rs","107560",NA,NA
"Arl2bp","Arl2bp","107566",23568,"ARL2BP"
"Wwp1","Wwp1","107568",11059,"WWP1"
"Nt5c3","Nt5c3","107569",51251,"NT5C3A"
"Anth","Anth","107570",NA,NA
"Mchm2","Mchm2","107572",NA,NA
"Trgc1","Trgc1","107573",NA,NA
"Trgc2","Trgc2","107574",NA,NA
"Trgc3","Trgc3","107575",NA,NA
"Trgc4","Trgc4","107576",NA,NA
"Inf1","Inf1","107577",NA,NA
"Nr1d2-rs1","Nr1d2-rs1","107579",NA,NA
"Nr1d2-rs2","Nr1d2-rs2","107580",NA,NA
"Col16a1","Col16a1","107581",1307,"COL16A1"
"Dio3","Dio3","107585",1735,"DIO3"
"Ovol2","Ovol2","107586",58495,"OVOL2"
"Osr2","Osr2","107587",116039,"OSR2"
"Mylk","Mylk","107589",4638,"MYLK"
"If3","If3","107590",NA,NA
"If4","If4","107591",NA,NA
"Nhcp7","Nhcp7","107598",NA,NA
"Ts3","Ts3","107601",NA,NA
"Ts4","Ts4","107602",NA,NA
"Raet8","Raet8","107603",NA,NA
"Spi5l","Spi5l","107604",NA,NA
"Rdh1","Rdh1","107605",NA,NA
"Nod1","Nod1","107607",10392,"NOD1"
"Tcrd-V8","Tcrd-V8","107608",NA,NA
"Lblr","Lblr","107613",NA,NA
"Evi10","Evi10","107620",NA,NA
"Pgame1","Pgame1","107623",NA,NA
"C6r","C6r","107624",NA,NA
"Asmt","Asmt","107626",438,"ASMT"
"If2","If2","107627",NA,NA
"Zfp211","Zfp211","107632",NA,NA
"Pi4kb","Pi4kb","107650",5298,"PI4KB"
"Uap1","Uap1","107652",6675,"UAP1"
"Krt9","Krt9","107656",3857,"KRT9"
"Ilk-rs","Ilk-rs","107671",NA,NA
"Air1","Air1","107676",NA,NA
"Tria3","Tria3","107683",NA,NA
"Coro2a","Coro2a","107684",7464,"CORO2A"
"Carg2","Carg2","107685",NA,NA
"Snrpd2","Snrpd2","107686",6633,"SNRPD2"
"Tmtr","Tmtr","107687",NA,NA
"Inf2q","Inf2q","107688",NA,NA
"Tse4","Tse4","107690",NA,NA
"Tcrg-V1.2","Tcrg-V1.2","107691",NA,NA
"Tcrg-V1.1","Tcrg-V1.1","107692",NA,NA
"Hfm","Hfm","107693",NA,NA
"Actn2-rs1","Actn2-rs1","107694",NA,NA
"Capop","Capop","107696",NA,NA
"Tcrg-J","Tcrg-J","107697",NA,NA
"Tim","Tim","107698",NA,NA
"Sf3b4","Sf3b4","107701",10262,"SF3B4"
"Rnh1","Rnh1","107702",6050,"RNH1"
"Prdx2-rs6","Prdx2-rs6","107708",NA,NA
"Aem1","Aem1","107710",NA,NA
"Rr149356","Rr149356","107711",NA,NA
"Rcs1","Rcs1","107712",NA,NA
"Ptma-rs3","Ptma-rs3","107713",NA,NA
"Ptma-rs1","Ptma-rs1","107714",NA,NA
"Evi30","Evi30","107721",NA,NA
"Slc12a6","Slc12a6","107723",9990,"SLC12A6"
"Rv2","Rv2","107725",NA,NA
"Rv3","Rv3","107726",NA,NA
"Tcrg-V","Tcrg-V","107727",NA,NA
"Tcrd-V","Tcrd-V","107728",NA,NA
"Ubg","Ubg","107729",NA,NA
"Tpd52-ps","Tpd52-ps","107730",NA,NA
"Mrpl10","Mrpl10","107732",124995,"MRPL10"
"Mrpl41","Mrpl41","107733",64975,"MRPL41"
"Mrpl30","Mrpl30","107734",51263,"MRPL30"
"Adre","Adre","107739",NA,NA
"Ril2","Ril2","107741",NA,NA
"Tse3","Tse3","107742",NA,NA
"Rapgef1","Rapgef1","107746",2889,"RAPGEF1"
"Aldh1l1","Aldh1l1","107747",10840,"ALDH1L1"
"Zfp122-rs","Zfp122-rs","107749",NA,NA
"Drgx","Drgx","107751",644168,"DRGX"
"Lgals2","Lgals2","107753",3957,"LGALS2"
"Dipl1","Dipl1","107754",NA,NA
"Hv1","Hv1","107755",NA,NA
"Pscr1","Pscr1","107756",NA,NA
"Pscr2","Pscr2","107757",NA,NA
"Ril1","Ril1","107758",NA,NA
"Tcra-V16.1","Tcra-V16.1","107759",NA,NA
"Ankrd1","Ankrd1","107765",27063,"ANKRD1"
"Haao","Haao","107766",23498,"HAAO"
"Scamp1","Scamp1","107767",9522,"SCAMP1"
"Birc5l","Birc5l","107768",NA,NA
"Tm6sf1","Tm6sf1","107769",53346,"TM6SF1"
"Tm6sf2","Tm6sf2","107770",53345,"TM6SF2"
"Bmyc","Bmyc","107771",NA,NA
"Mclr","Mclr","107772",NA,NA
"Melb","Melb","107773",NA,NA
"Tse2","Tse2","107774",NA,NA
"Cd79bl-rs4","Cd79bl-rs4","107780",NA,NA
"Alm","Alm","107785",NA,NA
"Bmfr2","Bmfr2","107786",NA,NA
"Msz","Msz","107787",NA,NA
"Tel1p","Tel1p","107788",NA,NA
"Tel3p","Tel3p","107789",NA,NA
"Tel4p","Tel4p","107790",NA,NA
"Tel5p","Tel5p","107791",NA,NA
"Tel6p","Tel6p","107792",NA,NA
"Tel8p","Tel8p","107793",NA,NA
"Tel9p","Tel9p","107794",NA,NA
"TelXp","TelXp","107795",NA,NA
"Etet1","Etet1","107802",NA,NA
"Pick2","Pick2","107803",NA,NA
"Pick4","Pick4","107804",NA,NA
"Pick5","Pick5","107805",NA,NA
"Pick3","Pick3","107806",NA,NA
"Pscs","Pscs","107810",NA,NA
"Tel5q1","Tel5q1","107812",NA,NA
"Tel3q1","Tel3q1","107813",NA,NA
"Scml2","Scml2","107815",10389,"SCML2"
"Jmjd6","Jmjd6","107817",23210,"JMJD6"
"Myhn3","Myhn3","107818",NA,NA
"Myhn4","Myhn4","107819",NA,NA
"Nsd2","Nsd2","107823",7468,"NSD2"
"Tcra-V11.8","Tcra-V11.8","107828",NA,NA
"Thoc5","Thoc5","107829",8563,"THOC5"
"Adgrb1","Adgrb1","107831",575,"ADGRB1"
"Cdc2b","Cdc2b","107833",NA,NA
"Idd6","Idd6","107835",NA,NA
"Nol1-rs","Nol1-rs","107838",NA,NA
"Trex2c","Trex2c","107843",NA,NA
"Trex1c","Trex1c","107844",NA,NA
"Trex1a","Trex1a","107845",NA,NA
"Trex1b","Trex1b","107846",NA,NA
"Trex2a","Trex2a","107847",NA,NA
"Trex2b","Trex2b","107848",NA,NA
"Prl2c5","Prl2c5","107849",NA,NA
"Ifx","Ifx","107851",NA,NA
"Scl1","Scl1","107853",NA,NA
"Tel10p","Tel10p","107854",NA,NA
"Tel11p","Tel11p","107855",NA,NA
"Tel12p","Tel12p","107856",NA,NA
"Tel15p","Tel15p","107857",NA,NA
"Tel18p","Tel18p","107858",NA,NA
"Tel19p","Tel19p","107859",NA,NA
"Shbdp1","Shbdp1","107861",NA,NA
"Jevr","Jevr","107864",NA,NA
"Tg.Myc","Tg.Myc","107866",NA,NA
"Tel12q1","Tel12q1","107867",NA,NA
"Usp9y","Usp9y","107868",NA,NA
"Cth","Cth","107869",1491,"CTH"
"Idd15","Idd15","107872",NA,NA
"Idd14","Idd14","107884",NA,NA
"Mthfs","Mthfs","107885",10588,"MTHFS"
"Pbr","Pbr","107888",NA,NA
"Gcm2","Gcm2","107889",9247,"GCM2"
"Minute","Minute","107894",NA,NA
"Mgat5","Mgat5","107895",4249,"MGAT5"
"Ema","Ema","107924",NA,NA
"Gdcr1","Gdcr1","107925",NA,NA
"Gdcr2","Gdcr2","107926",NA,NA
"Htr1e","Htr1e","107927",NA,NA
"Hykk2","Hykk2","107928",NA,NA
"Chd4","Chd4","107932",1108,"CHD4"
"Celsr3","Celsr3","107934",1951,"CELSR3"
"Idd9.1","Idd9.1","107935",NA,NA
"Idd9.2","Idd9.2","107936",NA,NA
"Idd9.3","Idd9.3","107937",NA,NA
"Pom121","Pom121","107939",100101267,"POM121C"
"Yaa","Yaa","107944",NA,NA
"Defa-rs9","Defa-rs9","107945",NA,NA
"Defa-rs8","Defa-rs8","107946",NA,NA
"Defa-rs6","Defa-rs6","107947",NA,NA
"Defa-rs5","Defa-rs5","107948",NA,NA
"H2-T5l","H2-T5l","107949",NA,NA
"Cdk9","Cdk9","107951",1025,"CDK9"
"Pim1-rs1","Pim1-rs1","107954",NA,NA
"Hp1bp1","Hp1bp1","107960",NA,NA
"Pim1-rs2","Pim1-rs2","107964",NA,NA
"H1f6","H1f6","107970",3010,"H1-6"
"Frs3","Frs3","107971",10817,"FRS3"
"Defa-rs11","Defa-rs11","107972",NA,NA
"H2-T13l","H2-T13l","107973",NA,NA
"H2-T23l","H2-T23l","107974",NA,NA
"Pacs1","Pacs1","107975",55690,"PACS1"
"Babam2","Babam2","107976",9577,"BABAM2"
"Amh-rs3","Amh-rs3","107981",NA,NA
"Amh-rs5","Amh-rs5","107982",NA,NA
"Amh-rs6","Amh-rs6","107983",NA,NA
"Amh-rs8","Amh-rs8","107984",NA,NA
"Ddb2","Ddb2","107986",1643,"DDB2"
"Bfsp2","Bfsp2","107993",8419,"BFSP2"
"Nidd4n","Nidd4n","107994",NA,NA
"Cdc20","Cdc20","107995",991,"CDC20"
"Rtp","Rtp","107997",NA,NA
"Gtpbp6","Gtpbp6","107999",8225,"GTPBP6"
"Cenpf","Cenpf","108000",1063,"CENPF"
"H2-T5l2","H2-T5l2","108001",NA,NA
"Igkv3-1","Igkv3-1","108004",NA,NA
"Igkv3-7","Igkv3-7","108005",NA,NA
"Igkv3-8","Igkv3-8","108010",NA,NA
"Ap4e1","Ap4e1","108011",23431,"AP4E1"
"Ap1s2","Ap1s2","108012",8905,"AP1S2"
"Celf4","Celf4","108013",56853,"CELF4"
"Srsf9","Srsf9","108014",8683,"SRSF9"
"Chrnb4","Chrnb4","108015",1143,"CHRNB4"
"Fxyd4","Fxyd4","108017",53828,"FXYD4"
"Igkv6-15","Igkv6-15","108022",NA,NA
"Igkv6-20","Igkv6-20","108024",NA,NA
"Lin7a","Lin7a","108030",8825,"LIN7A"
"Cor","Cor","108031",NA,NA
"Fhe","Fhe","108032",NA,NA
"Usf1-rs1","Usf1-rs1","108033",NA,NA
"Ahcy-rs2","Ahcy-rs2","108035",NA,NA
"Cfhe","Cfhe","108036",NA,NA
"Shmt2","Shmt2","108037",6472,"SHMT2"
"Chrnb3","Chrnb3","108043",1142,"CHRNB3"
"Clns1a-rs2","Clns1a-rs2","108045",NA,NA
"Cdc42l2","Cdc42l2","108046",NA,NA
"Slc14a1","Slc14a1","108052",6563,"SLC14A1"
"Camk2d","Camk2d","108058",817,"CAMK2D"
"Cstf2","Cstf2","108062",1478,"CSTF2"
"Eif2b3","Eif2b3","108067",8891,"EIF2B3"
"Grm2","Grm2","108068",2912,"GRM2"
"Grm3","Grm3","108069",2913,"GRM3"
"Grm5","Grm5","108071",2915,"GRM5"
"Grm6","Grm6","108072",2916,"GRM6"
"Grm7","Grm7","108073",2917,"GRM7"
"Ltbp4","Ltbp4","108075",8425,"LTBP4"
"Ltrm5","Ltrm5","108076",NA,NA
"Skic2","Skic2","108077",6499,"SKIC2"
"Olr1","Olr1","108078",4973,"OLR1"
"Prkaa2","Prkaa2","108079",5563,"PRKAA2"
"Pip4k2b","Pip4k2b","108083",8396,"PIP4K2B"
"Pphc2","Pphc2","108084",NA,NA
"Itpkb-rs1","Itpkb-rs1","108085",NA,NA
"Rnf216","Rnf216","108086",54476,"RNF216"
"Rnf144a","Rnf144a","108089",9781,"RNF144A"
"Tcra-V13.2","Tcra-V13.2","108092",NA,NA
"Tcra-V13.5","Tcra-V13.5","108093",NA,NA
"Tcra-V13.4","Tcra-V13.4","108094",NA,NA
"Tcra-V13.3","Tcra-V13.3","108095",NA,NA
"Slco1a5","Slco1a5","108096",NA,NA
"Prkab2","Prkab2","108097",5565,"PRKAB2"
"Med21","Med21","108098",9412,"MED21"
"Prkag2","Prkag2","108099",51422,"PRKAG2"
"Baiap2","Baiap2","108100",10458,"BAIAP2"
"Fermt3","Fermt3","108101",83706,"FERMT3"
"Supt5-rs1","Supt5-rs1","108103",NA,NA
"B3gnt5","B3gnt5","108105",84002,"B3GNT5"
"Fv5","Fv5","108109",NA,NA
"Eif4ebp3","Eif4ebp3","108112",8637,"EIF4EBP3"
"Slc22a7","Slc22a7","108114",10864,"SLC22A7"
"Slco4a1","Slco4a1","108115",28231,"SLCO4A1"
"Slco3a1","Slco3a1","108116",28232,"SLCO3A1"
"U2af1","U2af1","108121",7307,"U2AF1"
"Fabp3-rs2","Fabp3-rs2","108122",NA,NA
"Napg","Napg","108123",8774,"NAPG"
"Napa","Napa","108124",8775,"NAPA"
"Cdc34-rs1","Cdc34-rs1","108127",NA,NA
"Hmgcs1-rs1","Hmgcs1-rs1","108129",NA,NA
"Rps6ka2a","Rps6ka2a","108133",NA,NA
"Rps6ka2c","Rps6ka2c","108134",NA,NA
"Rps6ka2b","Rps6ka2b","108135",NA,NA
"Xrcc4","Xrcc4","108138",7518,"XRCC4"
"Taf9","Taf9","108143",6880,"TAF9"
"Atic","Atic","108147",471,"ATIC"
"Galnt2","Galnt2","108148",2590,"GALNT2"
"Galnt7","Galnt7","108150",51809,"GALNT7"
"Sema3d","Sema3d","108151",223117,"SEMA3D"
"Adamts7","Adamts7","108153",11173,"ADAMTS7"
"Adamts6","Adamts6","108154",11174,"ADAMTS6"
"Ogt","Ogt","108155",8473,"OGT"
"Mthfd1","Mthfd1","108156",4522,"MTHFD1"
"Ubxn8","Ubxn8","108159",7993,"UBXN8"
"Fam50a","Fam50a","108160",9130,"FAM50A"
"Fam50b","Fam50b","108161",26240,"FAM50B"
"Sdc-ps2","Sdc-ps2","108163",NA,NA
"Klk1b23-ps","Klk1b23-ps","108164",NA,NA
"Klk1b28-ps","Klk1b28-ps","108165",NA,NA
"Sdc-rs3","Sdc-rs3","108166",NA,NA
"Actg-ps2","Actg-ps2","108167",NA,NA
"As2-ps1","As2-ps1","108171",NA,NA
"Ubl1-ps2","Ubl1-ps2","108172",NA,NA
"Ubl1-ps1","Ubl1-ps1","108173",NA,NA
"Tk-ps1","Tk-ps1","108174",NA,NA
"Tk-ps2","Tk-ps2","108175",NA,NA
"Npm3-ps1","Npm3-ps1","108176",NA,NA
"G6pt-ps","G6pt-ps","108177",NA,NA
"Rnu3b-ps4","Rnu3b-ps4","108178",NA,NA
"Rnu3b-ps5","Rnu3b-ps5","108179",NA,NA
"Rnu3b-ps6","Rnu3b-ps6","108180",NA,NA
"Rps16-ps1","Rps16-ps1","108181",NA,NA
"Glns-ps2","Glns-ps2","108182",NA,NA
"Rpl7-ps1","Rpl7-ps1","108183",NA,NA
"Rnu6-ps3","Rnu6-ps3","108184",NA,NA
"Rpl7-ps6","Rpl7-ps6","108185",NA,NA
"Rpl7-ps5","Rpl7-ps5","108186",NA,NA
"Rpl7-ps4","Rpl7-ps4","108187",NA,NA
"Rpl7-ps3","Rpl7-ps3","108188",NA,NA
"Rpl7-ps2","Rpl7-ps2","108189",NA,NA
"Rps24-ps1","Rps24-ps1","108190",NA,NA
"Rpl35a-ps1","Rpl35a-ps1","108191",NA,NA
"Krt1-ps","Krt1-ps","108192",NA,NA
"Cenpc-ps1","Cenpc-ps1","108193",NA,NA
"Rpl30-ps4","Rpl30-ps4","108194",NA,NA
"Rpl37a-ps1","Rpl37a-ps1","108195",NA,NA
"Pgk1-ps2","Pgk1-ps2","108196",NA,NA
"Rap1a-ps1","Rap1a-ps1","108197",NA,NA
"Krt31-ps","Krt31-ps","108198",NA,NA
"Cyp2b20-ps1","Cyp2b20-ps1","108199",NA,NA
"Hmgb3-ps1","Hmgb3-ps1","108200",NA,NA
"Nras-ps1","Nras-ps1","108202",NA,NA
"Ppi-ps5","Ppi-ps5","108203",NA,NA
"Ppi-ps4","Ppi-ps4","108204",NA,NA
"Ppi-ps3","Ppi-ps3","108205",NA,NA
"Ppi-ps2","Ppi-ps2","108206",NA,NA
"Ppi-ps1","Ppi-ps1","108207",NA,NA
"Pim2-ps1","Pim2-ps1","108211",NA,NA
"Rbm6-ps1","Rbm6-ps1","108212",NA,NA
"Rbm6-ps2","Rbm6-ps2","108213",NA,NA
"Hspa-ps","Hspa-ps","108215",NA,NA
"Zfy2-ps1","Zfy2-ps1","108216",NA,NA
"Rps19X-ps1","Rps19X-ps1","108217",NA,NA
"Cox6a3","Cox6a3","108218",NA,NA
"Odc-rs11","Odc-rs11","108219",NA,NA
"Ifi56-ps1","Ifi56-ps1","108220",NA,NA
"Ifi56-ps2","Ifi56-ps2","108221",NA,NA
"Tcrg-V1ps1","Tcrg-V1ps1","108222",NA,NA
"Clns1a-ps1","Clns1a-ps1","108223",NA,NA
"Vbp1-ps1","Vbp1-ps1","108224",NA,NA
"Tyro3-rs1","Tyro3-rs1","108225",NA,NA
"Hmgb1-rs23","Hmgb1-rs23","108226",NA,NA
"Hmgb1-rs22","Hmgb1-rs22","108227",NA,NA
"Hmgb1-rs21","Hmgb1-rs21","108228",NA,NA
"Hmgb1-rs20","Hmgb1-rs20","108229",NA,NA
"Hmgb1-rs19","Hmgb1-rs19","108230",NA,NA
"Ube2i-ps2","Ube2i-ps2","108231",NA,NA
"Ube2i-ps1","Ube2i-ps1","108232",NA,NA
"Ube2i-ps3","Ube2i-ps3","108233",NA,NA
"Snrpe-ps2","Snrpe-ps2","108234",NA,NA
"Snrpe-ps1","Snrpe-ps1","108235",NA,NA
"Krt6-ps1","Krt6-ps1","108236",NA,NA
"Krt6-ps2","Krt6-ps2","108237",NA,NA
"Grb2-ps1","Grb2-ps1","108238",NA,NA
"Dppa5-ps7","Dppa5-ps7","108239",NA,NA
"Dppa5-ps6","Dppa5-ps6","108240",NA,NA
"Dppa5-ps5","Dppa5-ps5","108241",NA,NA
"Dppa5-ps4","Dppa5-ps4","108242",NA,NA
"Dppa5-ps3","Dppa5-ps3","108243",NA,NA
"Dppa5-ps2","Dppa5-ps2","108244",NA,NA
"Dppa5-ps1","Dppa5-ps1","108245",NA,NA
"Acta1-rs1","Acta1-rs1","108246",NA,NA
"Rny1-ps","Rny1-ps","108247",NA,NA
"Gapdh-ps13","Gapdh-ps13","108248",NA,NA
"Gapdh-ps1","Gapdh-ps1","108249",NA,NA
"Gapdh-ps2","Gapdh-ps2","108250",NA,NA
"Gapdh-ps3","Gapdh-ps3","108251",NA,NA
"Gapdh-ps4","Gapdh-ps4","108252",NA,NA
"Gapdh-ps5","Gapdh-ps5","108253",NA,NA
"Gapdh-ps6","Gapdh-ps6","108254",NA,NA
"Gapdh-ps7","Gapdh-ps7","108255",NA,NA
"Gapdh-ps8","Gapdh-ps8","108256",NA,NA
"Gapdh-ps9","Gapdh-ps9","108257",NA,NA
"Hnrpx-ps","Hnrpx-ps","108258",NA,NA
"Eif4e-ps","Eif4e-ps","108259",NA,NA
"Gapdh-ps10","Gapdh-ps10","108260",NA,NA
"Gapdh-ps11","Gapdh-ps11","108261",NA,NA
"Gapdh-ps12","Gapdh-ps12","108262",NA,NA
"Eef2-ps1","Eef2-ps1","108263",NA,NA
"Uba1y-rs4","Uba1y-rs4","108264",NA,NA
"Uba1y-rs3","Uba1y-rs3","108265",NA,NA
"Uba1y-rs2","Uba1y-rs2","108266",NA,NA
"Uba1y-rs1","Uba1y-rs1","108267",NA,NA
"Eif4a-ps1","Eif4a-ps1","108268",NA,NA
"Ss18-ps1","Ss18-ps1","108269",NA,NA
"Eif4a-ps9","Eif4a-ps9","108270",NA,NA
